EngDispl,NumCyl,FE,NumGears,TransLockup,TransCreeperGear,IntakeValvePerCyl,ExhaustValvesPerCyl,VarValveTiming,VarValveLift,id,beta0,beta1
5,10,23.6182,7,1,0,2,2,1,0,399,50.56,-4.52
2.4,4,41.696,6,1,0,2,2,1,0,400,50.56,-4.52
3,6,36.1,6,1,0,2,2,1,0,401,50.56,-4.52
3.6,6,38.1,6,1,0,2,2,1,0,402,50.56,-4.52
3,6,34.4,6,1,0,2,2,1,0,403,50.56,-4.52
3,6,38.3,6,1,0,2,2,1,0,404,50.56,-4.52
3,6,36,6,0,0,2,2,1,0,405,50.56,-4.52
3.6,6,34.9,6,0,0,2,2,1,0,406,50.56,-4.52
3.6,6,40,6,1,0,2,2,1,0,407,50.56,-4.52
6.2,8,24.9754,6,1,0,1,1,0,0,408,50.56,-4.52
6.2,8,26.2999,6,0,0,1,1,0,0,409,50.56,-4.52
3,6,36.1,6,1,0,2,2,1,0,410,50.56,-4.52
3.6,6,37.2,6,1,0,2,2,1,0,411,50.56,-4.52
3.6,6,40,6,1,0,2,2,1,0,412,50.56,-4.52
4.6,8,34.1,6,1,0,2,2,0,0,413,50.56,-4.52
3.6,6,37.2,6,1,0,2,2,1,0,414,50.56,-4.52
4.6,8,30.2999,6,1,0,2,2,0,0,415,50.56,-4.52
2.4,4,42.8,4,1,0,2,2,1,0,416,50.56,-4.52
2.4,4,46.9,6,1,0,2,2,1,0,417,50.56,-4.52
2.4,4,42.6,4,1,0,2,2,1,0,418,50.56,-4.52
2.4,4,46.8,6,1,0,2,2,1,0,419,50.56,-4.52
3.5,6,40.3,4,1,0,1,1,1,0,420,50.56,-4.52
3.5,6,41.2,4,1,0,1,1,1,0,421,50.56,-4.52
3.6,6,35.6,6,1,0,2,2,1,0,422,50.56,-4.52
2.4,4,48.1,4,1,0,2,2,1,0,423,50.56,-4.52
2.4,4,41.6998,4,1,0,2,2,1,0,424,50.56,-4.52
2.7,6,38.3,4,1,0,2,2,0,0,425,50.56,-4.52
3.5,6,37.6,6,1,0,2,2,0,0,426,50.56,-4.52
2.4,4,41.6998,4,1,0,2,2,1,0,427,50.56,-4.52
2.7,6,38.3,4,1,0,2,2,0,0,428,50.56,-4.52
3.5,6,37.6,6,1,0,2,2,0,0,429,50.56,-4.52
5.7,12,21.7,6,0,0,2,2,1,0,430,50.56,-4.52
5.7,12,21.3,6,0,0,2,2,1,0,431,50.56,-4.52
3.5,6,33.5,6,1,1,2,2,1,0,432,50.56,-4.52
3,6,35.4655,6,1,1,2,2,1,0,433,50.56,-4.52
2.5,4,42.908,6,1,0,2,2,1,0,434,50.56,-4.52
2.5,4,40.2,6,0,0,2,2,1,0,435,50.56,-4.52
3,6,37.9,6,1,1,2,2,1,0,436,50.56,-4.52
3.5,6,37.4,6,1,1,2,2,1,0,437,50.56,-4.52
2.5,4,51.6,1,0,0,2,2,1,0,438,50.56,-4.52
2.5,4,44.2,6,0,1,2,2,1,0,439,50.56,-4.52
2.5,4,47.6493,6,1,0,2,2,1,0,440,50.56,-4.52
2,4,47.7,4,1,0,2,2,1,0,441,50.56,-4.52
2,4,48.2,5,0,0,2,2,1,0,442,50.56,-4.52
2,4,49.217,5,0,0,2,2,1,0,443,50.56,-4.52
3.7,6,34.7305,6,0,0,2,2,1,1,444,50.56,-4.52
3.7,6,37.065,7,1,0,2,2,1,1,445,50.56,-4.52
3.7,6,35.162,7,1,0,2,2,1,1,446,50.56,-4.52
4.2,8,34.4855,6,1,0,2,2,1,0,447,50.56,-4.52
5,8,29.7559,6,1,0,2,2,1,0,448,50.56,-4.52
5,8,32.6701,6,1,0,2,2,1,1,449,50.56,-4.52
2.4,4,44.6,5,1,0,2,2,1,0,450,50.56,-4.52
2.4,4,44.6,5,0,0,2,2,1,0,451,50.56,-4.52
2.7,6,39.8,5,1,0,2,2,1,0,452,50.56,-4.52
3.5,6,38.3,6,1,0,2,2,1,0,453,50.56,-4.52
3.5,6,36.5564,6,1,0,2,2,1,0,454,50.56,-4.52
3.5,6,34.7494,6,1,0,2,2,1,0,455,50.56,-4.52
4.6,8,34.0499,8,1,0,2,2,1,0,456,50.56,-4.52
4.6,8,33.5509,8,1,0,2,2,1,0,457,50.56,-4.52
4.6,8,32.1499,8,1,0,2,2,1,0,458,50.56,-4.52
4.6,8,33.5509,8,1,0,2,2,1,0,459,50.56,-4.52
4.6,8,32.1499,8,1,0,2,2,1,0,460,50.56,-4.52
5,8,30.3,1,0,0,2,2,1,0,461,50.56,-4.52
3,6,35.4655,6,1,1,2,2,1,0,462,50.56,-4.52
2.5,4,42.908,6,1,0,2,2,1,0,463,50.56,-4.52
2.5,4,40.2,6,0,1,2,2,1,0,464,50.56,-4.52
3,6,37.9,6,1,1,2,2,1,0,465,50.56,-4.52
2.5,4,51.6,1,0,0,2,2,1,0,466,50.56,-4.52
2.5,4,47.6493,6,1,1,2,2,1,0,467,50.56,-4.52
2.5,4,44.2,6,0,1,2,2,1,0,468,50.56,-4.52
3.5,6,33.5,6,1,0,2,2,1,0,469,50.56,-4.52
3.5,6,37.4,6,1,0,2,2,1,0,470,50.56,-4.52
2.5,4,40.1931,6,0,0,2,2,1,0,471,50.56,-4.52
2.5,4,41.6642,5,1,0,2,2,1,0,472,50.56,-4.52
3.7,6,34.8235,6,1,0,2,2,1,0,473,50.56,-4.52
2.3,4,34.7,6,0,0,2,2,1,0,474,50.56,-4.52
3.5,6,36.2,7,1,0,2,2,1,0,475,50.56,-4.52
3.5,6,33.2,7,1,0,2,2,1,0,476,50.56,-4.52
5.5,8,33,7,1,0,2,2,1,0,477,50.56,-4.52
5.5,8,32.3,7,1,0,2,2,1,0,478,50.56,-4.52
6.3,8,27.1158,7,1,0,2,2,1,0,479,50.56,-4.52
2.4,4,42.2146,4,1,0,2,2,0,1,480,50.56,-4.52
2.5,4,45.6729,1,1,0,2,2,1,0,481,50.56,-4.52
3.5,6,37.9499,6,0,0,2,2,1,0,482,50.56,-4.52
3.5,6,38.0347,1,1,0,2,2,1,0,483,50.56,-4.52
2.5,4,46.6,1,1,0,2,2,1,0,484,50.56,-4.52
3.5,6,36.4102,1,1,0,2,2,1,0,485,50.56,-4.52
2,4,43,6,0,0,2,2,1,0,486,50.56,-4.52
2,4,47.5129,1,1,0,2,2,1,0,487,50.56,-4.52
2.5,4,39.6,6,0,0,2,2,1,0,488,50.56,-4.52
2.5,4,42.6998,1,1,0,2,2,1,0,489,50.56,-4.52
1.6,4,46.5,4,1,0,2,2,1,0,490,50.56,-4.52
1.6,4,47.3,5,0,0,2,2,1,0,491,50.56,-4.52
1.8,4,47.5,1,1,0,2,2,1,0,492,50.56,-4.52
1.8,4,44.9,4,1,0,2,2,1,0,493,50.56,-4.52
1.8,4,44.2,6,0,0,2,2,1,0,494,50.56,-4.52
6.7,12,24.2,6,1,0,2,2,1,0,495,50.56,-4.52
2.8,6,37.1185,6,0,0,2,2,1,0,496,50.56,-4.52
2.4,4,46.9,6,1,0,2,2,1,0,497,50.56,-4.52
2.4,4,46.8,6,1,0,2,2,1,0,498,50.56,-4.52
3.6,6,35.6,6,1,0,2,2,1,0,499,50.56,-4.52
2.5,4,37.0574,6,0,0,2,2,0,1,500,50.56,-4.52
2.5,4,34.6,6,0,0,2,2,1,0,501,50.56,-4.52
2.5,4,42.9215,1,1,0,2,2,0,1,502,50.56,-4.52
3.6,6,34.2708,5,1,0,2,2,0,1,503,50.56,-4.52
2.5,4,46.8,6,0,0,2,2,1,0,504,50.56,-4.52
2.5,4,45.0566,6,1,0,2,2,1,0,505,50.56,-4.52
3.5,6,39.8,6,1,0,2,2,1,0,506,50.56,-4.52
2.4,4,48.2,1,0,0,2,2,1,0,507,50.56,-4.52
1.8,4,69.6404,1,0,0,2,2,1,0,508,50.56,-4.52
2,4,42,6,0,0,2,2,1,0,509,50.56,-4.52
3,6,32,6,1,0,2,2,1,0,510,50.56,-4.52
4.4,8,30.8,6,1,0,2,2,1,0,511,50.56,-4.52
3.2,6,36.4,6,1,0,2,2,1,0,512,50.56,-4.52
4.2,8,31.5002,6,1,0,2,2,1,0,513,50.56,-4.52
3,6,39.4937,8,1,0,2,2,1,1,514,50.56,-4.52
4.4,8,30.9537,8,1,0,2,2,1,0,515,50.56,-4.52
4.4,8,30.562,8,1,0,2,2,1,0,516,50.56,-4.52
4.4,8,30.1726,6,1,0,2,2,1,0,517,50.56,-4.52
4.4,8,27.7,6,1,0,2,2,1,0,518,50.56,-4.52
4.4,8,29.4521,6,1,0,2,2,1,0,519,50.56,-4.52
4.4,8,27.7,6,1,0,2,2,1,0,520,50.56,-4.52
6,12,26.7495,8,1,0,2,2,1,0,521,50.56,-4.52
3.9,6,37.3,4,1,0,1,1,1,0,522,50.56,-4.52
3.9,6,36.6,4,1,0,1,1,1,0,523,50.56,-4.52
4.6,8,31.9,4,1,0,2,2,0,0,524,50.56,-4.52
4.6,8,31.9,4,1,0,2,2,0,0,525,50.56,-4.52
4.6,8,31.9,4,1,0,2,2,0,0,526,50.56,-4.52
4.6,8,22.7,4,1,0,2,2,0,0,527,50.56,-4.52
4.6,8,24.5,4,1,0,2,2,0,0,528,50.56,-4.52
3.5,6,40.3,4,1,0,1,1,1,0,529,50.56,-4.52
3.5,6,41.2,4,1,0,1,1,1,0,530,50.56,-4.52
3.9,6,37.3,4,1,0,1,1,1,0,531,50.56,-4.52
3.5,6,32.1,5,1,0,2,2,0,0,532,50.56,-4.52
5.7,8,31.9,5,1,0,1,1,1,0,533,50.56,-4.52
2.7,6,35.7,4,1,0,2,2,0,0,534,50.56,-4.52
3.5,6,34.2,4,1,0,2,2,0,0,535,50.56,-4.52
5.7,8,34.5,5,1,0,1,1,1,0,536,50.56,-4.52
6.1,8,26,5,1,0,1,1,0,0,537,50.56,-4.52
2.7,6,35.7,4,1,0,2,2,0,0,538,50.56,-4.52
3.5,6,34.2,4,1,0,2,2,0,0,539,50.56,-4.52
5.7,8,34.5,5,1,0,1,1,1,0,540,50.56,-4.52
6.1,8,26,5,1,0,1,1,0,0,541,50.56,-4.52
3.5,6,32.1,5,1,0,2,2,0,0,542,50.56,-4.52
5.7,8,31.9,5,1,0,1,1,1,0,543,50.56,-4.52
4.6,8,33.3052,4,1,1,1,1,0,0,544,50.56,-4.52
3.5,6,34.9,6,1,1,2,2,1,0,545,50.56,-4.52
3.5,6,34.7,6,1,1,2,2,1,0,546,50.56,-4.52
3.5,6,37.4,6,1,0,2,2,1,0,547,50.56,-4.52
3.5,6,27.8,6,1,0,2,2,1,0,548,50.56,-4.52
2.4,4,43.1043,5,0,0,2,2,1,1,549,50.56,-4.52
2.4,4,43.2916,5,1,0,2,2,1,1,550,50.56,-4.52
3.5,6,41.2,5,1,0,2,2,1,1,551,50.56,-4.52
3.3,6,36.2,5,1,0,2,2,1,0,552,50.56,-4.52
3.8,6,35.6,5,1,0,2,2,1,0,553,50.56,-4.52
3.8,6,38.3,6,1,0,2,2,1,0,554,50.56,-4.52
4.6,8,34.2,6,1,0,2,2,1,0,555,50.56,-4.52
2.4,4,44.4,5,1,0,2,2,1,0,556,50.56,-4.52
2.4,4,44.8,5,0,0,2,2,1,0,557,50.56,-4.52
3.3,6,40.1,5,1,0,2,2,1,0,558,50.56,-4.52
3.5,6,34.1997,7,1,0,2,2,1,0,559,50.56,-4.52
3.5,6,30.5499,5,1,0,2,2,1,0,560,50.56,-4.52
4.5,8,29.6,5,1,0,2,2,1,0,561,50.56,-4.52
4.5,8,27.2,5,1,0,2,2,1,0,562,50.56,-4.52
5,8,29.7559,6,1,0,2,2,1,0,563,50.56,-4.52
5,8,32.6701,6,1,0,2,2,1,1,564,50.56,-4.52
5,8,31.0736,6,1,0,2,2,1,1,565,50.56,-4.52
4.6,8,33.3052,4,1,1,1,1,0,0,566,50.56,-4.52
3.5,6,31.5,6,1,1,2,2,1,0,567,50.56,-4.52
3.5,6,34.7,6,1,1,2,2,1,0,568,50.56,-4.52
3.5,6,33,6,1,1,2,2,1,0,569,50.56,-4.52
4.6,8,33.3052,4,1,1,1,1,0,0,570,50.56,-4.52
4.2,8,24.1837,6,0,0,2,2,1,0,571,50.56,-4.52
4.7,8,25.5102,6,0,0,2,2,1,0,572,50.56,-4.52
5.5,12,21.4,5,1,0,2,1,1,0,573,50.56,-4.52
6,12,21.4,5,1,0,2,1,1,0,574,50.56,-4.52
6,12,21.7,5,1,0,2,1,1,0,575,50.56,-4.52
5.5,8,32,7,1,0,2,2,1,0,576,50.56,-4.52
5.5,8,29.8,7,1,0,2,2,1,0,577,50.56,-4.52
5.5,12,23.9,5,1,0,2,1,1,0,578,50.56,-4.52
6.3,8,24.6,7,1,0,2,2,1,0,579,50.56,-4.52
6,12,23.1,5,1,0,2,1,1,0,580,50.56,-4.52
3.5,6,35,7,1,0,2,2,1,0,581,50.56,-4.52
4.8,8,33.2603,7,1,0,2,2,1,1,582,50.56,-4.52
4.8,8,33.2603,7,1,0,2,2,1,1,583,50.56,-4.52
4.8,8,32.0263,7,1,0,2,2,1,1,584,50.56,-4.52
6.6,12,27.3,8,1,0,2,2,1,0,585,50.56,-4.52
6.7,12,24.2,6,1,0,2,2,1,0,586,50.56,-4.52
3.5,6,39.8,6,1,0,2,2,1,0,587,50.56,-4.52
2,4,40.4003,6,0,0,2,2,1,0,588,50.56,-4.52
2,4,38.8702,6,0,0,2,2,1,0,589,50.56,-4.52
2,4,60.1,6,0,0,2,2,0,0,590,50.56,-4.52
2,4,37.1,6,0,0,2,2,1,0,591,50.56,-4.52
2,4,37.7989,6,1,0,2,2,1,1,592,50.56,-4.52
3,6,38.1696,6,1,0,2,2,1,1,593,50.56,-4.52
3,6,36.798,6,1,0,2,2,1,1,594,50.56,-4.52
3,6,35.5404,6,1,0,2,2,1,1,595,50.56,-4.52
3,6,35.4606,6,0,0,2,2,1,1,596,50.56,-4.52
3,6,38.3,6,1,0,2,2,1,0,597,50.56,-4.52
3.6,6,37,6,1,0,2,2,1,0,598,50.56,-4.52
3,6,36.1,6,1,0,2,2,1,0,599,50.56,-4.52
3.6,6,37.2,6,1,0,2,2,1,0,600,50.56,-4.52
2,4,43.9,5,0,0,2,2,1,0,601,50.56,-4.52
2,4,38,1,1,0,2,2,1,0,602,50.56,-4.52
2.4,4,35.3,1,1,0,2,2,1,0,603,50.56,-4.52
2.4,4,40.1,5,0,0,2,2,1,0,604,50.56,-4.52
1.5,4,46.2622,5,0,0,2,2,1,0,605,50.56,-4.52
1.5,4,49.3,5,1,0,2,2,1,0,606,50.56,-4.52
1.5,4,47.4,5,1,0,2,2,1,0,607,50.56,-4.52
2,4,42.6,4,1,0,2,2,1,0,608,50.56,-4.52
2,4,43.5,5,0,0,2,2,1,0,609,50.56,-4.52
3.5,6,33.3,5,1,0,2,2,1,0,610,50.56,-4.52
3.5,6,32.349,5,1,0,2,2,1,0,611,50.56,-4.52
1.6,4,43.5,4,1,0,2,2,1,0,612,50.56,-4.52
1.6,4,44.2,5,0,0,2,2,1,0,613,50.56,-4.52
2,4,41.8,4,1,1,2,2,1,0,614,50.56,-4.52
2,4,42.8,5,0,0,2,2,1,0,615,50.56,-4.52
2,4,34.7,6,1,0,2,2,1,0,616,50.56,-4.52
2.4,4,37.2218,5,0,0,2,2,1,0,617,50.56,-4.52
2.4,4,37.4911,1,0,0,2,2,1,0,618,50.56,-4.52
1.8,4,41.799,6,0,0,2,2,1,0,619,50.56,-4.52
1.8,4,43.2609,1,1,0,2,2,1,0,620,50.56,-4.52
1.8,4,43.7,4,1,0,2,2,1,0,621,50.56,-4.52
1.8,4,44.8,5,0,0,2,2,1,0,622,50.56,-4.52
2.4,4,40,5,1,0,2,2,1,0,623,50.56,-4.52
2.4,4,38.6,5,0,0,2,2,1,0,624,50.56,-4.52
2.4,4,35.5877,4,1,0,2,2,1,0,625,50.56,-4.52
2,4,37.5,5,1,0,2,2,0,0,626,50.56,-4.52
2,4,43.1,6,0,0,2,2,0,0,627,50.56,-4.52
2,4,41.0456,6,0,0,2,2,0,0,628,50.56,-4.52
2,4,38.4627,6,1,0,2,2,0,0,629,50.56,-4.52
2,4,38.2,5,1,0,2,2,0,0,630,50.56,-4.52
2.5,4,37.071,5,0,0,2,2,0,1,631,50.56,-4.52
2.5,4,35.9226,4,1,0,2,2,0,1,632,50.56,-4.52
2.5,4,34.1435,5,0,0,2,2,1,0,633,50.56,-4.52
2.5,4,32.9103,4,1,0,2,2,1,0,634,50.56,-4.52
2.5,4,31.8,6,0,0,2,2,1,0,635,50.56,-4.52
2,4,42.3461,6,0,0,2,2,1,0,636,50.56,-4.52
2,4,41.5661,1,1,0,2,2,1,0,637,50.56,-4.52
2,4,41.7078,6,0,0,2,2,1,0,638,50.56,-4.52
2,4,40.2345,1,1,0,2,2,1,0,639,50.56,-4.52
1.8,4,43.629,4,1,0,2,2,1,0,640,50.56,-4.52
1.8,4,44.7393,5,0,0,2,2,1,0,641,50.56,-4.52
2.4,4,36.1596,4,1,0,2,2,1,0,642,50.56,-4.52
2.4,4,38.9575,5,0,0,2,2,1,0,643,50.56,-4.52
2.4,4,40.2796,5,1,0,2,2,1,0,644,50.56,-4.52
2.4,4,38.7,5,0,0,2,2,1,0,645,50.56,-4.52
2.4,4,38.7,4,1,0,2,2,1,0,646,50.56,-4.52
2,4,60.1,6,0,0,2,2,0,0,647,50.56,-4.52
2,4,58.535,6,0,0,2,2,0,0,648,50.56,-4.52
2.5,5,39.5714,5,0,0,2,2,1,0,649,50.56,-4.52
2.5,5,40.0169,6,0,0,2,2,1,0,650,50.56,-4.52
2.5,5,37.6,5,1,0,2,2,1,0,651,50.56,-4.52
2.5,5,37.5,6,0,0,2,2,1,0,652,50.56,-4.52
2.4,5,39.348,5,1,0,2,2,1,0,653,50.56,-4.52
2.5,5,40.4,6,0,0,2,2,1,0,654,50.56,-4.52
2.5,5,40.6,5,1,0,2,2,1,0,655,50.56,-4.52
3,6,34.7286,6,1,0,2,2,1,0,656,50.56,-4.52
3,6,32.5289,6,0,0,2,2,1,0,657,50.56,-4.52
3,6,33.7229,6,1,0,2,2,1,0,658,50.56,-4.52
2.4,4,37.0711,4,1,0,2,2,1,0,659,50.56,-4.52
2.7,6,35.9,5,1,0,2,2,1,0,660,50.56,-4.52
2,4,42,6,0,0,2,2,1,0,661,50.56,-4.52
3.2,6,36.4,6,1,0,2,2,1,0,662,50.56,-4.52
2.9,4,34.1514,4,1,0,2,2,0,0,663,50.56,-4.52
2.9,4,35.3237,5,0,0,2,2,0,0,664,50.56,-4.52
3.7,5,31.8217,4,1,0,2,2,0,0,665,50.56,-4.52
5.3,8,27.9,4,1,0,1,1,1,0,666,50.56,-4.52
3.7,5,27,4,1,0,2,2,0,0,667,50.56,-4.52
2.9,4,34.3,4,1,0,2,2,0,0,668,50.56,-4.52
2.9,4,35.5,5,0,0,2,2,0,0,669,50.56,-4.52
3.7,5,31.6,4,1,0,2,2,0,0,670,50.56,-4.52
5.3,8,27.9,4,1,0,1,1,1,0,671,50.56,-4.52
2.3,4,32.8232,5,1,1,2,2,0,0,672,50.56,-4.52
2.3,4,37.7,5,0,1,2,2,0,0,673,50.56,-4.52
4,6,28.6,5,0,1,1,1,0,0,674,50.56,-4.52
4,6,28.5,5,1,1,1,1,0,0,675,50.56,-4.52
2.9,4,34.1796,4,1,0,2,2,0,0,676,50.56,-4.52
2.9,4,35.2582,5,0,0,2,2,0,0,677,50.56,-4.52
3.7,5,31.8467,4,1,0,2,2,0,0,678,50.56,-4.52
5.3,8,27.9,4,1,0,1,1,1,0,679,50.56,-4.52
3.7,5,27,4,1,0,2,2,0,0,680,50.56,-4.52
2.9,4,34.3,4,1,0,2,2,0,0,681,50.56,-4.52
2.9,4,35.5,5,0,0,2,2,0,0,682,50.56,-4.52
3.7,5,31.6,4,1,0,2,2,0,0,683,50.56,-4.52
5.3,8,27.9,4,1,0,1,1,1,0,684,50.56,-4.52
2.5,4,30.1688,5,1,0,2,2,1,0,685,50.56,-4.52
2.5,4,31.7,5,0,0,2,2,1,0,686,50.56,-4.52
4,6,27.7366,5,1,0,2,2,1,0,687,50.56,-4.52
4,6,27.5894,6,0,0,2,2,1,0,688,50.56,-4.52
2.5,4,30.2,5,1,0,2,2,1,0,689,50.56,-4.52
2.5,4,31.8,5,0,0,2,2,1,0,690,50.56,-4.52
4,6,27.7857,5,1,0,2,2,1,0,691,50.56,-4.52
2.7,4,35.4291,4,1,0,2,2,1,0,692,50.56,-4.52
2.7,4,36.1463,5,0,0,2,2,1,0,693,50.56,-4.52
4,6,29.2,5,1,0,2,2,1,0,694,50.56,-4.52
4,6,25.3,6,0,0,2,2,1,0,695,50.56,-4.52
2.9,4,32.4,4,1,0,2,2,0,0,696,50.56,-4.52
2.9,4,34.1,5,0,0,2,2,0,0,697,50.56,-4.52
3.7,5,31.4112,4,1,0,2,2,0,0,698,50.56,-4.52
5.3,8,26.6,4,1,0,1,1,1,0,699,50.56,-4.52
3.7,5,29.7999,4,1,0,2,2,0,0,700,50.56,-4.52
3.7,5,29.7999,4,1,0,2,2,0,0,701,50.56,-4.52
5.3,8,26.6,4,1,0,1,1,1,0,702,50.56,-4.52
4,6,26.2,5,0,1,1,1,0,0,703,50.56,-4.52
4,6,24.6648,5,1,1,1,1,0,0,704,50.56,-4.52
2.9,4,32.4,4,1,0,2,2,0,0,705,50.56,-4.52
2.9,4,34.1,5,0,0,2,2,0,0,706,50.56,-4.52
3.7,5,31.3858,4,1,0,2,2,0,0,707,50.56,-4.52
5.3,8,26.6,4,1,0,1,1,1,0,708,50.56,-4.52
3.7,5,29.7999,4,1,0,2,2,0,0,709,50.56,-4.52
3.7,5,29.7999,4,1,0,2,2,0,0,710,50.56,-4.52
5.3,8,26.6,4,1,0,1,1,1,0,711,50.56,-4.52
4,6,26.82,6,0,0,2,2,1,0,712,50.56,-4.52
4,6,26.6538,5,1,0,2,2,1,0,713,50.56,-4.52
4,6,26.3846,5,1,0,2,2,1,0,714,50.56,-4.52
2.7,4,30.3,5,0,0,2,2,1,0,715,50.56,-4.52
4,6,28.3,5,1,0,2,2,1,0,716,50.56,-4.52
4,6,24.4,6,0,0,2,2,1,0,717,50.56,-4.52
4.3,6,27.8055,4,1,0,1,1,0,0,718,50.56,-4.52
4.8,8,26.2283,4,1,0,1,1,1,0,719,50.56,-4.52
5.3,8,29.3708,6,1,0,1,1,1,0,720,50.56,-4.52
6.2,8,26.1,6,1,0,1,1,1,0,721,50.56,-4.52
6,8,30.5,1,0,0,1,1,1,0,722,50.56,-4.52
5.3,8,30.4,6,1,0,1,1,1,0,723,50.56,-4.52
3.7,6,28.1,4,1,0,1,1,0,0,724,50.56,-4.52
4.7,8,25.6,5,1,0,1,1,0,0,725,50.56,-4.52
3.7,6,27.8,4,1,0,1,1,0,0,726,50.56,-4.52
4.7,8,25.6,5,1,0,1,1,0,0,727,50.56,-4.52
5.7,8,27.1,5,1,0,1,1,1,0,728,50.56,-4.52
4,6,27.8,5,1,1,1,1,0,0,729,50.56,-4.52
4.6,8,29,6,1,1,2,1,0,0,730,50.56,-4.52
5.4,8,27.0426,6,1,0,2,1,0,0,731,50.56,-4.52
4.6,8,26.7829,4,1,0,1,1,0,0,732,50.56,-4.52
4.6,8,28.4633,6,1,1,2,1,0,0,733,50.56,-4.52
4.3,6,27.8522,4,1,0,1,1,0,0,734,50.56,-4.52
4.8,8,26.2125,4,1,0,1,1,1,0,735,50.56,-4.52
5.3,8,29.3645,6,1,0,1,1,1,0,736,50.56,-4.52
6.2,8,26.1,6,1,0,1,1,1,0,737,50.56,-4.52
6,8,30.5,1,0,0,1,1,1,0,738,50.56,-4.52
5.3,8,30.4,6,1,0,1,1,1,0,739,50.56,-4.52
5.6,8,24.9815,5,1,0,2,2,1,0,740,50.56,-4.52
5.6,8,25.0089,5,1,0,2,2,1,0,741,50.56,-4.52
4,6,25.7499,5,1,0,2,2,1,0,742,50.56,-4.52
4.6,8,28.0212,6,1,0,2,2,1,0,743,50.56,-4.52
5.7,8,25.5551,6,1,0,2,2,1,0,744,50.56,-4.52
4.3,6,24.1937,4,1,0,1,1,0,0,745,50.56,-4.52
4.8,8,24.1496,4,1,0,1,1,1,0,746,50.56,-4.52
5.3,8,29.0205,6,1,0,1,1,1,0,747,50.56,-4.52
6.2,8,25.7999,6,1,0,1,1,1,0,748,50.56,-4.52
6,8,30.2999,1,0,0,1,1,1,0,749,50.56,-4.52
3.7,6,24.4,4,1,0,1,1,0,0,750,50.56,-4.52
4.7,8,25.6,5,1,0,1,1,0,0,751,50.56,-4.52
4.7,8,24.5,5,1,0,1,1,1,0,752,50.56,-4.52
5.7,8,25.4,5,1,0,1,1,1,0,753,50.56,-4.52
4,6,25.7535,5,1,1,1,1,0,0,754,50.56,-4.52
4.6,8,26.6622,6,1,1,2,1,0,0,755,50.56,-4.52
5.4,8,24.7939,6,1,0,2,1,0,0,756,50.56,-4.52
4.6,8,27.1061,6,1,0,2,1,0,0,757,50.56,-4.52
4.6,8,25.2298,4,1,0,1,1,0,0,758,50.56,-4.52
4.3,6,24.1937,4,1,0,1,1,0,0,759,50.56,-4.52
4.8,8,24.1534,4,1,0,1,1,1,0,760,50.56,-4.52
5.3,8,29.0185,6,1,0,1,1,1,0,761,50.56,-4.52
6.2,8,25.8026,6,1,0,1,1,1,0,762,50.56,-4.52
6,8,30.2999,1,0,0,1,1,1,0,763,50.56,-4.52
6.2,8,25.7999,6,1,0,1,1,1,0,764,50.56,-4.52
3.5,6,28.2,5,1,0,2,2,1,1,765,50.56,-4.52
3.7,5,25.2,5,0,0,2,2,0,0,766,50.56,-4.52
3.7,5,25.1,4,1,0,2,2,0,0,767,50.56,-4.52
5.3,8,22.2999,4,1,0,1,1,1,0,768,50.56,-4.52
5.6,8,23.061,5,1,0,2,2,1,0,769,50.56,-4.52
5.6,8,23.1109,5,1,0,2,2,1,0,770,50.56,-4.52
4.6,8,26.2295,6,1,0,2,2,1,0,771,50.56,-4.52
5.7,8,23.4318,6,1,0,2,2,1,0,772,50.56,-4.52
5.7,8,23.9993,6,1,0,2,2,1,0,773,50.56,-4.52
4.3,6,27.6,4,1,0,1,1,0,0,774,50.56,-4.52
5.3,8,24.2999,4,1,0,1,1,1,0,775,50.56,-4.52
5.3,8,23.2999,4,1,0,1,1,1,0,776,50.56,-4.52
5.3,8,22.7619,4,1,0,1,1,1,0,777,50.56,-4.52
5.3,8,22.9,4,1,0,1,1,1,0,778,50.56,-4.52
4.3,6,27.6,4,1,0,1,1,0,0,779,50.56,-4.52
5.3,8,24.2999,4,1,0,1,1,1,0,780,50.56,-4.52
5.3,8,23.2999,4,1,0,1,1,1,0,781,50.56,-4.52
5.3,8,22.7619,4,1,0,1,1,1,0,782,50.56,-4.52
5.3,8,22.9,4,1,0,1,1,1,0,783,50.56,-4.52
5.3,8,23.2999,4,1,0,1,1,1,0,784,50.56,-4.52
5.3,8,22.9,4,1,0,1,1,1,0,785,50.56,-4.52
5.3,8,23.2999,4,1,0,1,1,1,0,786,50.56,-4.52
5.3,8,22.9,4,1,0,1,1,1,0,787,50.56,-4.52
2,4,35,4,1,1,2,2,0,0,788,50.56,-4.52
3.3,6,33.0988,4,1,0,1,1,0,0,789,50.56,-4.52
3.8,6,31.9,6,1,0,1,1,0,0,790,50.56,-4.52
4,6,35.2,6,1,0,2,2,0,0,791,50.56,-4.52
3.3,6,33.0988,4,1,0,1,1,0,0,792,50.56,-4.52
3.8,6,31.9,6,1,0,1,1,0,0,793,50.56,-4.52
4,6,35.2,6,1,0,2,2,0,0,794,50.56,-4.52
3.5,6,35.5,5,1,0,2,2,1,0,795,50.56,-4.52
3.5,6,32.4,5,1,0,2,2,1,0,796,50.56,-4.52
3.8,6,32.4,5,1,0,2,2,1,0,797,50.56,-4.52
